Secuencia,Nombre común,Diámetro (cm),Altura total (m),Altura comercial (m),Volumen comercial (m3),Valor comercial aproximado (CRC)
I5817,guácimo,39.5,8,2,0,2439.81
I5818,guácimo,22.5,6,,0,0
I5819,cenízaro,53,18,4,0,29230.17
I5820,guácimo,20.5,9,,0,0
I5821,guácimo,54.3,9,,0,0
I5822,guácimo,19.4,6,,0,0
I5823,cenízaro,51.3,18,4,0,27385.10
I5824,cenízaro,87.5,20,2,1,39835.08
I5825,guachipelín,50,8,2,0,7107.85
I5826,cenízaro,75.3,15,4,1,59002.37
I5827,almendro de playa,39,8,1.5,0,0
I5828,roble sabana,28.5,9,3,0,3048.33
I5829,roble sabana,32.5,9,3,0,3964.05
I5830,roble sabana,31.5,9,3,0,3723.86
I5831,guanacaste,95,12,3,1.0632,77747.83
I5832,roble sabana,18.9,3,3,0,1340.59
I5833,roble sabana,21.3,2,2,0,1135.12
I5834,roble sabana,15.4,5,,0,0
I5835,roble sabana,18.7,5,,0,0
D0001,guarumo,17.3,7,1.5,0,0
D0002,cenízaro,81.5,9,2,1,34559.29
D0003,cenízaro,148,12,2,1.7203,113965.39
D0004,guácimo,75.5,7,2,0,8913.64
D0005,guanacaste,145,16,2,1.6513,120749.63
D0006,roble sabana,66.5,14,4,1,22128.62
D0007,guácimo,15.4,8,1.3,0,241.05
D0008,cenízaro,126,14,3,1.8703,123903.02
D0009,guácimo,49.5,9,2,0,3831.52
D0010,guanacaste,160.3,16,3,3.0272,221364.58
D0011,cenízaro,109,14,4,1.8663,123632.47
D0012,corteza amarilla,33,9,4,0,12384.72
D0013,corteza amarilla,33.5,7,3,0,9572.15
D0014,guachipelín,36,6,1.3,0,2395.06
D0015,guachipelín,26.5,6,1.3,0,1297.79
D0016,cenízaro,81.9,12,2,1,34899.35
D0017,guayaquil,21,3,2,0,927.83
D0018,guácimo,57,4,1.5,0,3810.41
D0019,guanacaste blanco,42,12,2,0,10130.91
D0020,guácimo,49,8,1.5,0,2815.88
D0021,guácimo,43,8,1.3,0,1879.37
D0022,laurel,42.3,15,4,0,11497.08
D0023,sietecueros-pavillo,26.9,9,1.3,0,1069.81
D0024,laurel,27.2,5,3,0,3565.38
D0025,aceituno,24,4,2,0,1064.47
D0026,cenízaro,96.5,6,4,1.4628,96902.32
D0027,guácimo,35.5,5,1.3,0,1280.95
D0028,guácimo,32.5,5,1.3,0,1073.60
D0029,roble sabana,72.3,6,4,1,26156.99
D0030,aceituno,28.7,4,3,0,2283.32
D0031,guácimo,41.7,6,1.5,0,2039.36
D0032,nance,59.8,8,2,0,0
D0033,roble sabana,38.9,11,2,0,3786.00
D0034,guayaquil,47,11,4,0,9295.14
D0035,cedro amargo,31.9,8,1.5,0,5229.48
D0036,cocobolo,25.2,9,1.5,0,3222.83
D0037,cocobolo,28,10,1.5,0,3978.81
D0038,laurel,33,10,6,0,10496.05
D0039,laurel,30.8,13,6,0,9143.23
D0040,cenízaro,92,12,4,1.3295,88075.52
D0041,cedro amargo,36,10,3,0,13320.23
D0042,cedro amargo,31.9,12,2,0,6972.63
D0043,laurel,44.5,9,2,0,6362.05
D0044,guayaquil,73.3,14,8,1.6879,45216.62
D0045,guarumo,24,3,1.3,0,0
D0046,guarumo,32.6,7,1.5,0,0
D0047,mora,33,8,3,0,4179.84
D0048,guayaquil,98.5,15,2.5,1,25516.00
D0049,guarumo,28,8,2,0,0
D0050,guácimo,56.6,4,2,0,5009.50
D0051,cenízaro,119,14,3,1.6683,110518.43
D0052,roble sabana,55.5,8,1.3,0,5009.34
D0053,laurel,21.3,9,2,0,1457.59
D0054,mora,30,8,1.5,0,1727.21
D0055,laurel,27,6,3,0,3513.14
D0056,guayaquil,33,6,3,0,3436.76
D0057,laurel,43.2,12,2.5,0,7494.70
D0058,roble sabana,51.2,11,4,0,13117.50
D0059,roble sabana,64.5,7,4,1,20817.59
D0060,almendro de montaña,43,9,2,0,2365.64
D0061,cenízaro,140.7,16,4,3.1096,206000.24
D0062,guayaquil,73,11,2.5,1,14014.77
D0063,cenízaro,107.5,12,4,1.8153,120253.15
D0064,cenízaro,84.5,12,4,1.1216,74300.71
D0065,cedro amargo,94.8,12,2.5,1,76973.67
D0066,cedro amargo,75.8,11,3.5,1,68895.67
D0067,cenízaro,71.5,11,2.5,1,33248.47
D0068,cenízaro,104.5,12,3,1.2865,85226.25
D0069,almendro de playa,52.2,10,1.3,0,0
D0070,almendro de playa,40,10,2,0,0
D0071,madero negro,49.3,10,2,0,0
D0072,madero negro,24.5,10,1.5,0,0
D0073,madero negro,79.8,10,1.5,0,0
D0074,guanacaste,212,20,4,7.0598,516239.87
D0075,madero negro,67,9,1.3,0,0
D0076,madero negro,43,9,1.3,0,0
D0077,madero negro,28,9,1.3,0,0
D0078,madero negro,22,9,1.3,0,0
D0079,madero negro,75.5,9,2,0,0
D0080,cenízaro,76.5,5,2,0,30448.96
D0081,cenízaro,132.5,13,4,2.7577,182688.54
D0082,cenízaro,96.5,15,1.3,0,31493.25
D0083,cenízaro,73.2,10,3,1,41817.97
D0084,guanacaste,127.5,16,6,3.8303,280086.03
D0085,guanacaste,136.5,18,6,4.3901,321023.17
D0086,guanacaste,166,18,2.5,2.7053,197822.65
D0087,guanacaste,125.2,16,4,2.4622,180048.07
D0088,guácimo,69,9,1.3,0,4839.19
D0089,guácimo,50,9,1.5,0,2931.99
D0090,guácimo,112,10,1.3,1,12750.01
D0091,roble sabana,54,12,8,1,29182.91
D0092,guácimo,44.9,10,2,0,3152.49
D0093,guácimo,56,10,1.5,0,3677.89
D0094,guácimo,61,10,1.5,0,4363.97
D0095,guayaquil,113,20,6,3.0086,80595.04
D0096,guácimo,83,10,2,1,10772.52
D0097,cenízaro,62,16,7,1.0567,70000.47
D0098,guayaquil,28,9,2,0,1649.48
D0099,chaperno,32,8,1.5,0,1746.83
D0100,guácimo,34.5,7,2,0,1861.23
D0101,roble sabana,48,18,4,0,11529.05
D0102,guanacaste blanco,68.7,15,2,0,27105.87
D0103,guácimo,64,10,2,0,6405.03
D0104,cenízaro,109,14,2.5,1.1664,77270.29
D0105,cenízaro,85,14,3,1,56386.96
D0106,carao,58,7,2,0,0
D0107,guanacaste,84,10,2,1,40523.63
D0108,guanacaste,218,20,3,5.5988,409405.87
D0109,laurel,19,5,2,0,1159.80
D0110,roble sabana,30.4,9,3,0,3468.32
D0111,almendro de montaña,69.5,11,2,0,6179.89
D0112,guarumo,63,10,2,0,0
D0113,cenízaro,69,15,3,1,37156.86
D0114,guácimo,21,7,2,0,689.60
D0115,laurel,17.2,8,2,0,950.46
D0116,carao,57,9,1.5,0,0
D0117,cenízaro,129,15,5,3.2675,216455.67
D0118,guayaquil,41.5,14,4,0,7246.97
D0119,guácimo,15.5,5,2,0,375.69
D0120,guácimo,19,2.5,1.5,0,423.38
D0121,guácimo,54.2,10,1.5,0,3445.25
D0122,guácimo,37.5,10,2,0,2198.99
D0123,guácimo,46.5,10,2,0,3381.17
D0124,guácimo,39.4,11,1.5,0,1820.60
D0125,guácimo,21.3,11,1.3,0,461.14
D0126,cenízaro,83.9,15,4,1.1057,73249.30
D0127,roble sabana,51.2,11,4,0,13117.50
D0128,laurel,34.5,5,4,0,7647.95
D0129,cenízaro,80,14,5,1.2566,83247.18
D0130,cenízaro,37.4,9,1.5,0,5458.26
D0131,sotacaballo,16.8,5,1.3,0,0
D0132,sotacaballo,36,5,1.3,0,0
D0133,sotacaballo,20.8,5,1.3,0,0
D0134,chaperno,32.5,5,1.5,0,1801.84
D0135,higuerón,52.8,10,0,0,0
D0136,ceiba,57.9,20,5,1,17871.33
D0137,corteza amarilla,24.7,9,1.5,0,2601.86
D0138,caoba,22.8,11,2,0,3517.59
D0139,guácimo,18.4,5,1.3,0,344.12
D0140,caoba,16.2,7,2,0,1775.85
D0141,caoba,28,12,2,0,5305.07
D0142,arenillo,45,13,2,0,5757.36
D0143,arenillo,25,13,1.5,0,1332.72
D0144,arenillo,38.5,13,1.3,0,2739.26
D0145,corteza amarilla,15.3,6,1.5,0,998.33
D0146,caoba,18,8,2,0,2192.40
D0147,gavilancillo,15.7,9,1.5,0,388.95
D0148,laurel,26.7,10,1.3,0,1488.72
D0149,laurel,22.4,8,1.5,0,1209.02
D0150,corteza amarilla,15.1,7,1.3,0,842.74
D0151,arenillo,27.2,8,1.3,0,1367.26
D0152,arenillo,45.4,7,2,0,5860.17
D0153,arenillo,20,7,1.3,0,739.22
D0154,carao espinoso,18.2,4,1.3,0,0
D0155,guarumo,16.5,7,1.5,0,0
D0156,laurel,23.5,9,1.5,0,1330.68
D0157,cenízaro,45,7,1.3,0,6848.38
D0158,guácimo,26.8,4,1.5,0,842.35
D0159,cenízaro,76,14,4,1,60104.46
D0160,guanacaste,77,10,3,1,51076.66
D0161,jocote,44.5,6,1.3,0,0
D0162,cedro amargo,41.7,10,2.5,0,14893.53
D0163,cedro amargo,17.4,7,1.5,0,1555.88
D0164,cedro amargo,25.2,3,2,0,4351.28
D0165,cenízaro,119,18,2.5,1.3903,92098.70
D0166,jocote,44.5,7,1.3,0,0
D0167,almendro de playa,58,10,1.3,0,0
D0168,cenízaro,51,14,3,0,20299.30
D0169,cenízaro,43,14,2,0,9620.25
D0170,guácimo,43.7,6,1.3,0,1941.05
D0171,guácimo,30,6,1.3,0,914.78
D0172,pochote,87.3,11,2,1,17334.72
D0173,laurel muñeco,35.5,8,1.5,0,3036.65
D0174,guanacaste,92,16,2.5,1,60762.48
D0175,guácimo,40,9,1.3,0,1626.28
D0176,guácimo,32,9,1.3,0,1040.82
D0177,guácimo,53.7,9,2,0,4509.31
D0178,guácimo,36.8,7,1.5,0,1588.25
D0179,guácimo,25.2,7,1.3,0,645.47
D0180,alcornoque,20.8,7,1.5,0,922.54
D0181,laurel muñeco,31,10,1.5,0,2315.59
D0182,laurel muñeco,29.3,10,1.5,0,2068.59
D0183,guanacaste blanco,76.4,15,2,0,33522.51
D0184,guácimo,35.2,7,1.5,0,1453.14
D0185,guácimo,32.1,7,1.3,0,1047.33
D0186,guácimo,29.8,7,1.3,0,902.62
D0187,indio pelado,51.5,8,2,0,0
D0188,guácimo,26.2,5,1.5,0,805.05
D0189,peine mico,23.5,6,1.5,0,0
D0190,jocote,24.7,6,1.5,0,0
D0191,cenízaro,61,11,2.5,0,24200.22
D0192,guácimo,39,4,1.5,0,1783.82
D0193,guácimo,49.8,7,1.3,0,2520.77
D0194,guácimo,46.2,7,1.3,0,2169.49
D0195,guácimo,91.5,8,1.5,0,9818.94
D0196,guácimo,64.8,7,1.5,0,4924.62
D0197,sietecueros-pavillo,33.6,8,1.5,0,1925.88
D0198,guácimo,37.8,5,1.5,0,1675.74
D0199,cenízaro,54.5,11,3,0,23181.09
D0200,madero negro,40.2,5,1.5,0,0
D0201,guácimo,30.6,7,1.3,0,951.74
D0202,guácimo,27.3,7,1.3,0,757.53
D0203,guácimo,18.8,7,1.3,0,359.24
D0204,guácimo,37,6,1.5,0,1605.56
D0205,guachipelín,33.7,4,1.5,0,2421.70
D0206,guácimo,35.8,5,1.3,0,1302.69
D0207,guanacaste blanco,35.2,14,2.5,0,8894.98
D0208,guácimo,48,8,1.5,0,2702.12
D0209,cenízaro,79.8,10,1.3,0,21536.18
D0210,cenízaro,46.3,12,4,0,22307.02
D0211,guácimo,33.1,7,1.3,0,1113.60
D0212,guácimo,37.8,7,1.3,0,1452.31
D0213,guácimo,40.9,5,1.5,0,1961.86
D0214,guanacaste blanco,60.6,15,2,0,21090.90
D0215,guácimo,39.5,6,1.5,0,1829.85
D0216,laurel,42.7,12,3,0,8786.66
D0217,laurel,45.8,10,5,0,16847.98
D0218,sietecueros-pavillo,29.8,4,1.3,0,1312.91
D0219,madroño,54,3.5,2,0,0
D0220,ron ron,26.4,6,3,0,7074.15
D0221,ron ron,28,15,5,0,13262.69
D0222,ron ron,31.8,14,1.5,0,5132.05
D0223,cenízaro,73.3,12,2.5,1,34943.59
D0224,cenízaro,64.3,12,2,0,21511.54
D0225,laurel,36,12,4,0,8327.45
D0226,cenízaro,74.2,10,2,0,28645.56
D0227,corteza amarilla,41.6,8,1.3,0,6396.29
D0228,almendro de playa,22.6,6,1.5,0,0
D0229,almendro de playa,18.3,6,1.5,0,0
D0230,almendro de playa,20.2,6,1.5,0,0
D0231,almendro de playa,20.8,6,1.3,0,0
D0232,almendro de playa,20.8,6,1.3,0,0
D0233,almendro de playa,15.3,2,1.3,0,0
D0234,almendro de playa,24.3,5,2,0,0
D0235,guanacaste blanco,79,14,2,0,35842.97
D0236,guanacaste blanco,42.1,13,1.5,0,7634.41
D0237,guanacaste blanco,29.3,13,1.5,0,3697.82
D0238,guanacaste,52,14,3,0,23294.20
D0239,guanacaste,45.4,14,3,0,17756.31
D0240,guanacaste,52.8,14,1.5,0,12008.23
D0241,cenízaro,62,11,3,0,30000.20
D0242,guayaquil,45.8,10,1.5,0,3309.96
D0243,cenízaro,67.5,12,2,0,23705.93
D0244,corteza amarilla,43,7,1.5,0,7885.45
D0245,cenízaro,128.8,18,3,1.9544,129471.01
D0246,mora,21.5,5,2,0,1182.82
D0247,cenízaro,82.5,18,4,1.0691,70825.14
D0248,cedro amargo,30,6,2,0,6166.77
D0249,mora,20,3,1.3,0,665.30
D0250,cenízaro,92,16,6,1.9943,132113.27
D0251,guachipelín,30.8,9,1.3,0,1753.13
D0252,sietecueros-pavillo,21.8,6,2,0,1080.94
D0253,laurel,26.4,7,1.5,0,1679.37
D0254,guachipelín,32,11,2,0,2911.38
D0255,cenízaro,94.1,15,6,2.0864,138213.37
D0256,guanacaste,117.7,15,3,1.6321,119342.19
D0257,indio pelado,27,10,1.5,0,0
D0258,guácimo,35.6,2.5,1.3,0,1288.17
D0259,guanacaste,119,14,2,1.1122,81328.68
D0260,guácimo,31,10,1.3,0,976.78
D0261,peine mico,20.3,9,2.5,0,0
D0262,cedro amargo,16.5,6,1.3,0,1212.54
D0263,jobo,20.8,7,2,0,799.54
D0264,mora,18,7,2,0,829.06
D0265,jobo,19.8,7,1.5,0,543.38
D0266,jobo,28.5,9,2,0,1501.07
D0267,guarumo,20.2,8,2,0,0
D0268,guarumo,23.3,8,1.5,0,0
D0269,guanacaste,96,18,3,1.0857,79393.24
D0270,cenízaro,117.7,18,3,1.6321,108116.94
D0271,guanacaste,118.5,12,4,2.2058,161293.37
D0272,guarumo,31.5,9,2,0,0
D0273,peipute,20,9,2,0,0
D0274,cenízaro,94.7,11,3,1.0565,69990.77
D0275,guácimo colorado,22.4,7,2,0,0
D0276,jaboncillo,18.1,7,2,0,0
D0277,jobo,24.2,6,2,0,1082.29
D0278,guanacaste,131.5,18,2.5,1.6977,124139.89
D0279,guarumo,21.8,8,1.5,0,0
D0280,guanacaste,108,16,4,1.8322,133976.10
D0281,cenízaro,92.6,13,2,1,44614.04
D0282,guarumo,28,12,2,0,0
D0283,guarumo,25,12,1.5,0,0
D0284,guarumo,15.3,7,1.5,0,0
D0285,cenízaro,104,18,3,1.2742,84412.64
D0286,cenízaro,105,14,4,1.7318,114725.02
D0287,jobo,47,10,3,0,6123.49
D0288,roble sabana,42,15,6,0,13240.40
D0289,almendro de montaña,60.8,15,4,1,9459.06
D0290,laurel,48,11,4,0,14804.35
D0291,laurel,34,11,2,0,3713.94
D0292,guácimo,60,13,2,0,5629.42
D0293,jobo,28.5,5,2,0,1501.07
D0294,guanacaste,122.5,15,4,2.3572,172366.16
D0295,jobo,31.9,7,3,0,2820.88
D0296,cenízaro,109.7,18,8,3.7806,250451.01
D0297,cenízaro,87.8,16,3,1,60163.05
D0298,jocote,35,6,1.3,0,0
D0299,guanacaste blanco,42.8,16,3,0,15780.79
D0300,guanacaste blanco,35.5,15,4,0,14475.60
D0301,guanacaste blanco,21.3,11,2,0,2605.61
D0302,guanacaste blanco,50,15,2.5,0,17947.33
D0303,guachipelín,30.4,9,3,0,3941.28
D0304,guachipelín,16,9,1.3,0,473.10
D0305,guanacaste blanco,42,15,1.5,0,7598.18
D0306,pejiballe,26.7,5,1.5,0,0
D0307,guácimo,44.8,6,1.5,0,2353.85
D0308,roble sabana,29.1,6,1.3,0,1377.15
D0309,guanacaste,292,20,2.5,8.3708,612104.45
D0310,cenízaro,110,20,6,2.851,188867.04
D0311,madroño,35,11,1.5,0,0
D0312,guácimo,57.6,6,2,0,5188.07
D0313,guanacaste,118.5,20,5,2.7572,201616.71
D0314,guanacaste,132.7,18,5,3.4576,252831.79
D0315,cenízaro,78,4,3,1,47482.11
D0316,guanacaste,117,20,9,4.8381,353780.64
D0317,guácimo,50,8,2,0,3909.32
D0318,cenízaro,99,18,3,1.1547,76491.15
D0319,guácimo,36.9,6,1.5,0,1596.89
D0320,guácimo,50,7,2,0,3909.32
D0321,papaturro,30,6,1.5,0,1919.12
D0322,tabaquillo,41,10,2,0,0
D0323,cenízaro,137,16,5,3.6853,244135.36
D0324,cedro amargo,35,7,1.5,0,6295.25
D0325,cenízaro,157,14,4,3.8719,256494.96
D0326,guanacaste,160,6,5,5.0265,367561.31
D0327,guácimo,68.5,4,2,0,7337.40
D0328,cenízaro,87,18,4,1.1889,78762.24
D0329,guanacaste,144,20,7,5.7001,416814.53
D0330,cenízaro,108,16,2,1,60687.19
D0331,guácimo,58,25,1.5,0,3945.29
D0332,guácimo,67,7,2,0,7019.57
D0333,sietecueros-pavillo,37,9,1.5,0,2335.36
D0334,guácimo,63,3,1.5,0,4654.83
D0335,ojoche,40,5,1.3,0,2661.18
D0336,guácimo,40,9,1.3,0,1626.28
D0337,guácimo,30,9,1.3,0,914.78
D0338,guácimo,50,9,1.3,0,2541.06
D0339,guácimo,47,9,1.3,0,2245.28
D0340,guanacaste,135.8,14,2.5,1.8105,132391.28
D0341,guácimo,62,3,1.5,0,4508.23
D0342,guanacaste blanco,43.9,7,1.3,0,7194.36
D0343,pochote,63.5,12,2,0,9171.41
D0344,pochote,105,15,2,1,25076.51
D0345,chaperno,15.2,6,1.5,0,394.13
D0346,cenízaro,132,16,4,2.737,181312.36
D0347,chaperno,17,6,1.5,0,493.00
D0348,chaperno,16.2,5,1.3,0,388.00
D0349,guácimo,82,7,1.5,0,7885.88
D0350,guanacaste blanco,127,16,2.5,1.5835,115788.99
D0351,cenízaro,117.8,18,5,2.7247,180501.22
D0352,cenízaro,71,18,2,0,26228.06
D0353,teca,56.6,16,8,1.0064,85616.83
D0354,teca,67,18,6,1.0577,89978.17
D0355,guanacaste blanco,79,20,1.5,0,26882.23
D0356,guanacaste,78,16,1.5,0,26205.97
D0357,teca,53.7,12,4,0,38534.07
D0358,teca,64.5,15,5,1,69490.55
D0359,cenízaro,75,16,2.5,1,36583.23
D0360,guanacaste blanco,57.5,16,2,0,18988.27
D0361,teca,77,15,6,1.397,118841.74
D0362,teca,45.8,15,7,1,49052.97
D0363,teca,45.2,15,10,1,68251.66
D0364,teca,52.4,15,6,1,55036.42
D0365,guácimo,49.8,8,1.3,0,2520.77
D0366,guácimo,32.3,8,1.5,0,1223.57
D0367,guácimo,27.2,8,1.3,0,751.99
D0368,guácimo,22.3,8,1.5,0,583.22
D0369,guácimo,40,8,1.5,0,1876.47
D0370,higuerón,41.5,6,0,0,0
D0371,teca,32.7,14,6,0,21433.01
D0372,teca,33.4,16,10,0,37267.41
D0373,teca,32,15,8,0,27366.94
D0374,teca,46.8,15,6,1,43901.49
D0375,teca,37.2,16,10,1,46229.82
D0376,teca,36.6,15,6,0,26850.34
D0377,teca,42.3,14,8,1,47819.72
D0378,teca,40,16,7,0,37415.74
D0379,teca,33.3,12,2.5,0,9261.15
D0380,teca,36,16,8,0,34636.29
D0381,teca,39.9,16,6,0,31910.48
D0382,teca,32.8,14,5,0,17970.25
D0383,teca,51.7,15,2,0,17858.60
D0384,teca,35.8,14,4,0,17126.25
D0385,teca,32.5,14,5,0,17643.02
D0386,teca,48.5,16,4,0,31432.56
D0387,teca,44,16,4.5,0,29104.10
D0388,teca,22,12,2,0,3233.79
D0389,teca,32.2,15,4,0,13855.05
D0390,teca,33.3,16,2.3,0,8520.26
D0391,teca,54.2,15,7,1,68696.23
D0392,teca,36.6,15,6,0,26850.34
D0393,teca,54.5,16,10,1.1664,99226.88
D0394,teca,33.8,16,4,0,15266.16
D0395,teca,44.6,16,6,0,39871.01
D0396,teca,33.3,16,6,0,22226.75
D0397,teca,36.9,15,3,0,13646.16
D0398,guayaquil,48.5,14,3,0,7423.43
D0399,teca,34,16,9,0,34756.55
D0400,teca,45,16,7,1,47354.30
D0401,teca,48.9,15,6,1,47929.76
D0402,teca,60.2,16,9,1.2808,108961.18
D0403,higuerón,93.8,8,0,0,0
D0404,guanacaste blanco,58.5,15,3,0,29481.72
D0405,higuerón,61.5,6,0,0,0
D0406,higuerón,70,8,0,0,0
D0407,guanacaste blanco,46.5,15,2.5,0,15522.65
D0408,guayaquil,63,2.5,1.3,0,5427.81
D0409,laurel de la india,93,10,1.5,1,0
D0410,laurel de la india,112.5,11,1.5,1,0
D0411,roble sabana,77.7,14,2,0,15105.08
D0412,cenízaro,87,15,4,1.1889,78762.24
D0413,guácimo,40.6,12,2,0,2577.59
D0414,guácimo,47.4,8,1.5,0,2634.99
D0415,laurel,22.8,10,1.5,0,1252.59
D0416,guácimo,34.6,9,1.5,0,1404.02
D0417,cenízaro,68.7,14,4,1,49112.61
D0418,guácimo,56.3,10,1.3,0,3221.75
D0419,laurel,26.8,10,3,0,3461.29
D0420,guácimo,33,11,1.5,0,1277.17
D0421,guácimo,18.3,11,1.3,0,340.39
D0422,cenízaro,84,16,4,1.1084,73424.01
D0423,guayaquil,17.3,5,1.5,0,472.26
D0424,roble sabana,21,9,2,0,1103.37
D0425,madero negro,36.5,11,3,0,0
D0426,guácimo,43,10,1.5,0,2168.50
D0427,guanacaste blanco,17.5,7,1.5,0,1319.13
D0428,cenízaro,77.8,15,2.5,1,39365.77
D0429,guácimo,49.9,13,3,0,5840.55
D0430,guácimo,19.4,5,1.3,0,382.54
D0431,guácimo,25.2,8,1.5,0,744.77
D0432,guácimo,42,9,1.5,0,2068.81
D0433,guácimo,39.3,9,1.3,0,1569.86
D0434,guácimo,31.3,8,2,0,1531.97
D0435,guácimo,20,8,1.3,0,406.57
D0436,higuerón,31,6,0,0,0
D0437,higuerón,33.2,6,1.3,0,0
D0438,higuerón,20.3,6,0,0,0
D0439,higuerón,19.4,5,0,0,0
D0440,higuerón,19.4,5,0,0,0
D0441,guácimo,71.4,10,1.5,0,5978.87
D0442,higuerón,15.2,4,0,0,0
D0443,higuerón,19,5,0,0,0
D0444,guácimo,42,14,2,0,2758.42
D0445,guácimo,31.8,7,1.3,0,1027.85
D0446,corteza amarilla,22.3,10,1.5,0,2120.80
D0447,cenízaro,122.9,16,4,2.3726,157174.94
D0448,laurel,15.3,7,1.5,0,564.05
D0449,guácimo,22.4,7,1.5,0,588.46
D0450,cenízaro,37.5,8,2,0,7316.65
D0451,guácimo,17.8,6,1.3,0,322.04
D0452,corteza amarilla,29.2,15,2,0,4848.35
D0453,cenízaro,68.6,12,2.5,0,30606.09
D0454,guácimo,30,6,1.5,0,1055.52
D0455,guácimo,24,5,1.3,0,585.46
D0456,guácimo,22,5,1.3,0,491.95
D0457,pochote,19.1,11,1.5,0,622.32
D0458,madero negro,62.5,15,2,0,0
D0459,madero negro,40,15,2,0,0
D0460,cedro amargo,24.5,9,1.5,0,3084.67
D0461,pochote,49.3,14,5,0,13820.45
D0462,guácimo,42.8,7,2,0,2864.50
D0463,pochote,43,13,4,0,8411.15
D0464,pochote,41.8,14,4,0,7948.24
D0465,pochote,70,15,6,1.1545,33435.34
D0466,guácimo,26.5,5,1.5,0,823.60
D0467,guácimo,31.3,7,1.5,0,1148.98
D0468,pochote,20,8,1.5,0,682.35
D0469,pochote,18,8,1.5,0,552.71
D0470,guácimo,29.8,9,2,0,1388.65
D0471,cenízaro,98.7,18,5,1.9128,126713.78
D0472,cenízaro,81.8,16,1.5,0,26110.63
D0473,pochote,28,10,2,0,1783.22
D0474,pochote,68.7,16,6,1.1121,32204.99
D0475,pochote,15.2,5,1.3,0,341.58
D0476,pochote,52,14,5,1,15375.71
D0477,pochote,51.2,14,3,0,8943.75
D0478,guácimo,41.2,8,2,0,2654.33
D0479,guayaquil,21.3,9,2,0,954.53
D0480,guayaquil,28.3,11,2,0,1685.01
D0481,guácimo,45,9,1.5,0,2374.91
D0482,guayaquil,62.3,14,3,0,12248.91
D0483,mora,23.6,7,1.5,0,1068.87
D0484,guácimo colorado,70,16,5,1,0
D0485,cenízaro,85,16,4,1.1349,75182.61
D0486,ojoche,95,15,4,1.4176,46186.83
D0487,guayaquil,103,15,2.5,1.0415,27900.67
D0488,espavel,160,20,3,3.0159,136470.78
D0489,cedro amargo,38,9,1.5,0,7420.68
D0490,cedro amargo,22.2,9,1.3,0,2195.00
D0491,aceituno,16,3,2,0,473.10
D0492,aceituno,25,4,1.3,0,750.77
D0493,cenízaro,92.8,18,4,1.3527,89613.92
D0494,higuerón,18.1,6,0,0,0
D0495,guácimo,44,9,1.5,0,2270.53
D0496,cenízaro,123,18,4,2.3765,157430.82
D0497,higuerón,47,12,3,0,0
D0498,higuerón,16,12,0,0,0
D0499,higuerón,45,16,0,0,0
D0500,guácimo colorado,58,15,2,0,0
D0501,guácimo colorado,17.4,8,1.3,0,0
D0502,cenízaro,90.4,18,3,1,63778.99
D0503,pochote,39.2,10,1.5,0,2621.33
D0504,guanacaste,115.7,16,2,1.0514,76880.56
D0505,pochote,38.2,7,1.3,0,2157.39
D0506,cenízaro,16.5,5,1.3,0,920.73
D0507,jaboncillo,37.4,5,1.5,0,0
D0508,guácimo,36.5,8,1.5,0,1562.46
D0509,roble sabana,18,5,1.3,0,526.91
D0510,guácimo,41.3,5,1.3,0,1733.70
D0511,guanacaste,114.5,18,4,2.0594,150588.15
D0512,mamón,19.2,7,1.5,0,0
D0513,guarumo,26.7,10,1.5,0,0
D0514,cedro amargo,41.8,7,1.5,0,8979.03
D0515,guarumo,27.6,10,2,0,0
D0516,guarumo,18.2,11,1.5,0,0
D0517,guarumo,19.4,11,1.5,0,0
D0518,guarumo,20,11,1.3,0,0
D0519,guarumo,23.6,11,1.5,0,0
D0520,guarumo,19,11,1.3,0,0
D0521,jobo,51.5,14,5,1,12253.67
D0522,guácimo,32.2,7,1.5,0,1216.00
D0523,roble sabana,50.5,15,4,0,12761.27
D0524,jobo,23,7,1.5,0,733.21
D0525,jobo,17,6,1.5,0,400.56
D0526,laurel,26,8,2,0,2171.82
D0527,laurel,22,9,2,0,1554.97
D0528,jobo,32,8,3,0,2838.59
D0529,laurel,16.2,8,1.5,0,632.37
D0530,guanacaste,141.3,18,4,3.1362,229331.73
D0531,cenízaro,89.7,15,4,1.2639,83726.79
D0532,pochote,35,7,1.5,0,2089.71
D0533,guanacaste blanco,18.2,9,2,0,1902.36
D0534,laurel,15.5,7,1.3,0,501.71
D0535,laurel,18,9,1.5,0,780.70
D0536,laurel,16,8,1.5,0,616.85
D0537,laurel,17.5,8,1.5,0,737.93
D0538,guarumo,21.5,10,1.5,0,0
D0539,cenízaro,107,16,2.5,1.124,74460.70
D0540,pochote,30,8,2,0,2047.06
D0541,pochote,61,10,2,0,8463.46
D0542,pochote,92,15,2,1,19251.48
D0543,aceituno,68.7,14,3,1,13083.28
D0544,laurel,40.5,12,3,0,7904.57
D0545,laurel,27.7,10,2,0,2465.11
D0546,pochote,27.6,4,1.3,0,1126.21
D0547,pochote,69.8,16,3,1,16622.28
D0548,pochote,65.2,12,2,0,9669.05
D0549,corteza amarilla,17.2,7,1.5,0,1261.67
D0550,aceituno,44.2,10,1.5,0,2707.81
D0551,pochote,42.8,6,2,0,4166.54
D0552,pochote,46.3,6,1.5,0,3656.89
